gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Fbxl21	3.1265437170787025e-5	-13.648405080400913	0.091	0.152	0.06253087434157405
Ifi27	3.1356829361975746e-5	-1.9450942210477487	0.727	0.278	0.06271365872395149
Eno2	3.14026202469129e-5	-11.796172838597089	0.182	0.139	0.0628052404938258
Sh3d21	3.172073724586634e-5	-9.063524039403266	0.727	0.18	0.06344147449173268
Ncf4	3.184715001771655e-5	-15.159542184085213	0.136	0.107	0.0636943000354331
St6gal1	3.202068690394724e-5	-11.11491827355979	0.091	0.157	0.06404137380789447
Phgdh	3.222926650320983e-5	-10.772026574224576	0.091	0.31	0.06445853300641967
Acta2	3.2400490628709556e-5	-12.554494568707069	0.182	0.135	0.06480098125741911
Gm23346	3.262869409144988e-5	-15.19978532794998	0	0.212	0.06525738818289975
Slbp	3.3393089311243294e-5	-11.218504370784466	0.091	0.32	0.06678617862248659
Xdh	3.42106055577298e-5	-6.86995118921691	0.727	0.142	0.0684212111154596
Tubb4a	3.6111746362339974e-5	6.491539403450146	0.727	0.14	0.07222349272467994
Lst1	3.62070045993842e-5	-9.043431487465611	0.727	0.164	0.0724140091987684
Dnhd1	3.655191355607588e-5	-13.04087586856212	0.136	0.195	0.07310382711215176
Nhsl1	3.7511638319382466e-5	-2.964878369210572	0.727	0.152	0.07502327663876493
Raver2	3.922453088601067e-5	-12.457284576752487	0.182	0.12	0.07844906177202135
Slc15a3	3.993025997436099e-5	-14.073776281503822	0.182	0.072	0.07986051994872198
Ubb	4.0388020761126915e-5	-2.9512569517497047	0.045	0.465	0.08077604152225383
Ppp1r14b	4.1006119964467756e-5	-3.430984150526902	0.091	0.472	0.08201223992893551
Zfp318	4.117281522556091e-5	-10.012913385096569	0.727	0.151	0.08234563045112182
Gyg	4.5315729521488685e-5	-6.74990261744025	0.182	0.217	0.09063145904297737
Rab20	4.908891787068109e-5	-13.730425881468667	0.182	0.126	0.09817783574136217
